id,gdma_basic_blocks,gdma_coverage,gdma_crashes,gdma_crash_total,multifuzz_basic_blocks,multifuzz_coverage,multifuzz_crashes,multifuzz_crash_total,hoedur_basic_blocks,hoedur_coverage,hoedur_crashes,hoedur_crash_total
8541,619,0.8945,"{""UR"": 517, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",517,636,0.4789,"{""UR"": 2, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",3,446,0.5055,"{""UR+UW+RV+UF+EV"": 2, ""WV"": 0, ""Hang"": 22, ""Other"": 1}",225
8548,612,0.1509,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 193, ""EV"": 0, ""WV"": 0, ""UI"": 14, ""Other"": 0}",207,992,0.1965,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 9, ""WV"": 0, ""UI"": 0, ""Timeout"": 0, ""Other"": 0}",9,2116,0.2291,"{""UR+UW+RV+UF+EV"": 11, ""WV"": 2, ""Hang"": 2, ""Other"": 27}",953
8629,239,0.0317,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,236,0.0304,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,3,0.0308,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",0
8675,246,0.0340,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,235,0.0314,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 5, ""Other"": 0}",5,77,0.0316,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 27, ""Other"": 0}",0
8719,,,,,87,0.0215,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,,,,
8733,,,,,1888,0.2570,"{""UR"": 1, ""UW"": 0, ""RV"": 67, ""UF+EV"": 7, ""WV"": 0, ""UI"": 1, ""Timeout"": 2, ""Other"": 0}",78,1077,0.2750,"{""UR+UW+RV+UF+EV"": 14, ""WV"": 0, ""Hang"": 106, ""Other"": 48}",421
8808,882,0.3427,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,876,0.2539,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 0, ""Other"": 0}",0,434,0.2973,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",142
8864,,,,,48,0.0167,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,,,,
8910,,,,,366,0.0307,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,570,0.0803,"{""UR+UW+RV+UF+EV"": 15, ""WV"": 0, ""Hang"": 180, ""Other"": 16}",220
8966,248,0.0342,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,234,0.0313,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 5, ""Other"": 0}",5,70,0.0318,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 24, ""Other"": 0}",0
8999,54,0.0077,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,109,0.0153,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,4,0.0154,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 2, ""Other"": 0}",0
9069,152,0.0342,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,130,0.0284,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,3,0.0290,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",0
9084,179,0.0419,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,177,0.0398,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,24,0.0407,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 20, ""Other"": 0}",0
9087,61,0.0082,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,61,0.0081,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,7,0.0081,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 5, ""Other"": 2}",0
9111,,,,,311,0.0715,"{""UR"": 0, ""UW"": 0, ""RV"": 9, ""UF+EV"": 1, ""WV"": 0, ""UI"": 0, ""Timeout"": 2, ""Other"": 0}",12,10,0.0436,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 7, ""Other"": 1}",0
9138,,,,,391,0.0457,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,22,0.0469,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 14, ""Other"": 0}",0
9198,67,0.0236,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,67,0.0230,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,3,0.0232,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",0
9201,152,0.0342,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,130,0.0284,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,3,0.0290,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",0
9228,128,0.0393,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,126,0.0372,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,3,0.0384,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",0
9284,291,0.0208,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,287,0.0202,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,17,0.0203,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 15, ""Other"": 0}",0
9310,,,,,44,0.0097,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,,,,
9362,265,0.1184,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,256,0.1026,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 2, ""Other"": 0}",2,69,0.1072,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 6, ""Other"": 0}",0
9460,53,0.0068,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,106,0.0133,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,,,,
9479,330,0.0769,"{""UR"": 352, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",352,361,0.0776,"{""UR"": 2, ""UW"": 0, ""RV"": 14, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 3, ""Other"": 0}",19,340,0.0793,"{""UR+UW+RV+UF+EV"": 3, ""WV"": 0, ""Hang"": 58, ""Other"": 9}",171
9522,167,0.0307,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,164,0.0293,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,10,0.0293,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 8, ""Other"": 0}",0
9592,,,,,78,0.0228,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,,,,
9608,,,,,2017,0.1439,"{""UR"": 9, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 3, ""Other"": 0}",12,,,,
9666,758,0.1488,"{""UR"": 2, ""UW"": 0, ""RV"": 0, ""UF"": 19, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",21,321,0.0593,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,6,0.0618,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 3, ""Other"": 0}",0
9668,189,0.0456,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,441,0.1039,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,,,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 325, ""Other"": 20}",679
9746,742,0.2661,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,729,0.2073,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 4, ""Other"": 0}",4,210,0.2256,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",0
9766,53,0.0068,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,106,0.0133,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,,,,
9824,,,,,54,0.0057,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,,,,
9870,54,0.0075,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,109,0.0149,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,,,,
9873,305,0.0476,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,301,0.0449,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 5, ""Other"": 0}",5,48,0.0464,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 31, ""Other"": 0}",0
9890,539,0.1545,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 196, ""EV"": 0, ""WV"": 0, ""UI"": 30, ""Other"": 0}",226,929,0.2103,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 9, ""WV"": 0, ""UI"": 0, ""Timeout"": 0, ""Other"": 0}",9,2326,0.2265,"{""UR+UW+RV+UF+EV"": 10, ""WV"": 4, ""Hang"": 0, ""Other"": 30}",1054
9906,80,0.0462,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,78,0.0431,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,3,0.0450,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",0
9915,53,0.0066,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,106,0.0131,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,,,,
10040,474,0.3417,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 58, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",58,651,0.3194,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 1, ""WV"": 0, ""UI"": 0, ""Timeout"": 2, ""Other"": 0}",3,415,0.3689,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 29, ""Other"": 3}",86
10089,53,0.0068,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,106,0.0134,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,,,,
10093,801,0.3205,"{""UR"": 11, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",11,849,0.3096,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 4, ""Other"": 0}",4,608,0.3495,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 26, ""Other"": 0}",0
10109,86,0.0210,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,86,0.0205,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,3,0.0208,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",0
10134,89,0.0155,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,89,0.0153,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,12,0.0156,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 10, ""Other"": 1}",0
10136,486,0.0721,"{""UR"": 4, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 738, ""Other"": 0}",742,238,0.0341,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,182,0.0694,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 58, ""Other"": 0}",0
10182,,,,,2500,0.1857,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,28,0.1940,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 17, ""Other"": 0}",0
10236,,,,,1974,0.1442,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,104,0.1544,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 83, ""Other"": 1}",0
10301,150,0.0258,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,140,0.0235,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,4,0.0241,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 2, ""Other"": 0}",0
10309,,,,,244,0.0611,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,7,0.0632,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 4, ""Other"": 0}",0
10322,128,0.0393,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,126,0.0372,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,3,0.0384,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",0
10345,1119,0.2360,"{""UR"": 381, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",381,5370,0.6262,"{""UR"": 255, ""UW"": 317, ""RV"": 30, ""UF+EV"": 7612, ""WV"": 6, ""UI"": 263, ""Timeout"": 17, ""Other"": 662}",9162,4303,0.5623,"{""UR+UW+RV+UF+EV"": 251, ""WV"": 1, ""Hang"": 2, ""Other"": 16}",1581
10410,59,0.0091,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,57,0.0087,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,14,0.0091,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",0
10533,310,0.0701,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 71, ""Other"": 0}",71,1256,0.2212,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,466,0.2322,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 255, ""Other"": 0}",0
10564,61,0.0082,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,61,0.0081,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,7,0.0082,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 5, ""Other"": 2}",0
10676,,,,,54,0.0063,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,,,,
10709,,,,,48,0.0176,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,,,,
10721,104,0.0307,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,105,0.0309,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,14,0.0300,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 8, ""Other"": 0}",0
10741,53,0.0067,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,106,0.0132,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,,,,
10749,238,0.0609,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,237,0.0572,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,5,0.0588,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 2, ""Other"": 0}",0
10762,90,0.0142,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,89,0.0139,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,3,0.0135,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",0
10798,129,0.0366,"{""UR"": 55, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",55,160,0.0451,"{""UR"": 2, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 0, ""Other"": 0}",2,,,,
10815,,,,,,,,,4,0.0261,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 2, ""Other"": 0}",0
10878,,,,,280,0.0654,"{""UR"": 0, ""UW"": 0, ""RV"": 6, ""UF+EV"": 1, ""WV"": 0, ""UI"": 0, ""Timeout"": 2, ""Other"": 0}",9,10,0.0440,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 7, ""Other"": 1}",0
10906,,,,,82,0.0059,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,,,,
11025,167,0.0309,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,164,0.0294,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,9,0.0295,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 7, ""Other"": 0}",0
11091,73,0.0446,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,72,0.0421,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,3,0.0430,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",0
11115,60,0.0097,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,57,0.0091,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,19,0.0096,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",0
11191,379,0.0617,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,372,0.0571,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,124,0.0593,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 74, ""Other"": 0}",0
11192,138,0.0233,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,145,0.0239,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,9,0.0245,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 6, ""Other"": 0}",0
11237,53,0.0067,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,106,0.0132,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,,,,
11261,239,0.0608,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,237,0.0568,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,5,0.0586,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 2, ""Other"": 0}",0
