id,gdma_basic_blocks,gdma_coverage,gdma_crashes,gdma_crash_total,multifuzz_basic_blocks,multifuzz_coverage,multifuzz_crashes,multifuzz_crash_total,hoedur_basic_blocks,hoedur_coverage,hoedur_crashes,hoedur_crash_total
11284,163,0.1444,"{""UR"": 0, ""UW"": 141, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",141,160,0.1426,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 2, ""UI"": 0, ""Timeout"": 0, ""Other"": 0}",2,1,0.0029,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",0
11318,88,0.0283,"{""UR"": 115, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",115,233,0.0697,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 0, ""Other"": 0}",1,162,0.0709,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",67
11356,,,,,54,0.0064,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,,,,
11381,487,0.0758,"{""UR"": 649, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",649,459,0.0667,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 2, ""Other"": 0}",3,231,0.0699,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 86, ""Other"": 0}",88
11399,,,,,880,0.1028,"{""UR"": 1, ""UW"": 1, ""RV"": 2, ""UF+EV"": 0, ""WV"": 0, ""UI"": 1, ""Timeout"": 5, ""Other"": 0}",10,962,0.1072,"{""UR+UW+RV+UF+EV"": 3, ""WV"": 0, ""Hang"": 211, ""Other"": 8}",451
11449,,,,,,,,,11604,0.8955,"{""UR+UW+RV+UF+EV"": 4032, ""WV"": 145, ""Hang"": 796, ""Other"": 42}",8948
11451,,,,,78,0.0229,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,,,,
11471,,,,,1889,0.2537,"{""UR"": 1, ""UW"": 0, ""RV"": 28, ""UF+EV"": 7, ""WV"": 1, ""UI"": 1, ""Timeout"": 5, ""Other"": 0}",43,1154,0.2684,"{""UR+UW+RV+UF+EV"": 13, ""WV"": 1, ""Hang"": 122, ""Other"": 101}",429
11601,,,,,54,0.0056,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,,,,
11662,164,0.0794,"{""UR"": 0, ""UW"": 98, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",98,160,0.0778,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 2, ""UI"": 0, ""Timeout"": 0, ""Other"": 0}",2,1,0.0015,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",0
11722,,,,,54,0.0062,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,,,,
11767,700,0.0617,"{""UR"": 243, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",243,334,0.0292,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,15,0.0298,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 8, ""Other"": 0}",0
11783,1934,0.4054,"{""UR"": 61, ""UW"": 2, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",63,1990,0.3983,"{""UR"": 6, ""UW"": 2, ""RV"": 14, ""UF+EV"": 1001, ""WV"": 0, ""UI"": 0, ""Timeout"": 7, ""Other"": 4}",1034,2812,0.5875,"{""UR+UW+RV+UF+EV"": 3, ""WV"": 5, ""Hang"": 21, ""Other"": 16}",623
11816,,,,,542,0.0249,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 5, ""WV"": 0, ""UI"": 0, ""Timeout"": 15, ""Other"": 8}",29,125,0.0153,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 46, ""Other"": 0}",0
11894,813,0.1020,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,802,0.0914,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 4, ""Other"": 0}",4,210,0.0949,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 88, ""Other"": 0}",0
11990,,,,,82,0.0064,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,,,,
12053,169,0.0724,"{""UR"": 0, ""UW"": 44, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",44,160,0.0653,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 2, ""UI"": 0, ""Timeout"": 0, ""Other"": 0}",2,1,0.0012,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",0
12107,61,0.0057,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,61,0.0056,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,,,,
12123,,,,,886,0.1046,"{""UR"": 1, ""UW"": 1, ""RV"": 5, ""UF+EV"": 0, ""WV"": 0, ""UI"": 1, ""Timeout"": 7, ""Other"": 0}",15,987,0.1086,"{""UR+UW+RV+UF+EV"": 3, ""WV"": 0, ""Hang"": 281, ""Other"": 9}",446
12221,53,0.0066,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,106,0.0131,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,,,,
12296,,,,,278,0.0178,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,6,0.0182,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 4, ""Other"": 0}",0
12299,,,,,66,0.0124,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,,,,
12306,53,0.0067,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,106,0.0132,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,,,,
12384,89,0.0152,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,89,0.0150,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,12,0.0150,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 10, ""Other"": 1}",0
12388,,,,,1881,0.2962,"{""UR"": 1, ""UW"": 0, ""RV"": 59, ""UF+EV"": 6, ""WV"": 0, ""UI"": 1, ""Timeout"": 7, ""Other"": 0}",74,1092,0.2897,"{""UR+UW+RV+UF+EV"": 12, ""WV"": 0, ""Hang"": 125, ""Other"": 63}",435
12409,,,,,144,0.0448,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 2, ""Other"": 0}",2,18,0.0457,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 11, ""Other"": 0}",0
12473,,,,,54,0.0062,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,,,,
12483,435,0.1113,"{""UR"": 187, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",187,118,0.0293,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,3,0.0282,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",0
12502,,,,,54,0.0057,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,,,,
12511,650,0.2490,"{""UR"": 11, ""UW"": 2, ""RV"": 0, ""UF"": 840, ""EV"": 0, ""WV"": 0, ""UI"": 6, ""Other"": 0}",859,639,0.1967,"{""UR"": 4, ""UW"": 0, ""RV"": 0, ""UF+EV"": 10, ""WV"": 0, ""UI"": 0, ""Timeout"": 0, ""Other"": 2}",16,788,0.2105,"{""UR+UW+RV+UF+EV"": 26, ""WV"": 0, ""Hang"": 5, ""Other"": 8}",368
12516,53,0.0067,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,106,0.0132,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,,,,
12540,107,0.0150,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,101,0.0140,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,3,0.0145,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",0
12573,1236,0.2886,"{""UR"": 308, ""UW"": 17, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",325,2234,0.4294,"{""UR"": 2, ""UW"": 1, ""RV"": 0, ""UF+EV"": 5, ""WV"": 0, ""UI"": 0, ""Timeout"": 7, ""Other"": 0}",15,2977,0.5977,"{""UR+UW+RV+UF+EV"": 12, ""WV"": 11, ""Hang"": 18, ""Other"": 16}",699
12634,,,,,41,0.0048,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,,,,
12739,54,0.0075,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,109,0.0149,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,,,,
12764,54,0.0076,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,109,0.0151,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,,,,
12829,393,0.0556,"{""UR"": 81, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 3, ""Other"": 0}",84,390,0.0523,"{""UR"": 0, ""UW"": 0, ""RV"": 9, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",10,92,0.0611,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 4, ""Other"": 0}",42
12875,,,,,39,0.0185,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,,,,
12899,,,,,73,0.0180,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,,,,
12901,821,0.0960,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,823,0.0878,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 4, ""Other"": 0}",4,265,0.0922,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 80, ""Other"": 34}",0
12940,427,0.0999,"{""UR"": 685, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",685,521,0.1087,"{""UR"": 2, ""UW"": 0, ""RV"": 17, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 0, ""Other"": 0}",19,359,0.1055,"{""UR+UW+RV+UF+EV"": 2, ""WV"": 0, ""Hang"": 0, ""Other"": 13}",182
12952,724,0.2459,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,,,,,3420,0.6313,"{""UR+UW+RV+UF+EV"": 1819, ""WV"": 3, ""Hang"": 7, ""Other"": 54}",2431
12986,,,,,1881,0.2532,"{""UR"": 0, ""UW"": 0, ""RV"": 37, ""UF+EV"": 7, ""WV"": 1, ""UI"": 1, ""Timeout"": 5, ""Other"": 0}",51,1094,0.2704,"{""UR+UW+RV+UF+EV"": 14, ""WV"": 1, ""Hang"": 132, ""Other"": 91}",414
13010,,,,,299,0.0164,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,6,0.0167,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 4, ""Other"": 0}",0
13061,,,,,48,0.0176,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,,,,
13066,200,0.0368,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,180,0.0321,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,3,0.0330,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",0
13108,210,0.0299,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,201,0.0278,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,8,0.0289,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 5, ""Other"": 0}",0
13122,128,0.0393,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,126,0.0372,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,3,0.0384,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",0
13149,552,0.2169,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,560,0.2197,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 0, ""Other"": 0}",0,230,0.2269,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",78
13176,370,0.0544,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,345,0.0483,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,5,0.0483,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 3, ""Other"": 0}",0
13261,697,0.0620,"{""UR"": 278, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",278,334,0.0289,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,15,0.0298,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 11, ""Other"": 0}",0
13371,,,,,54,0.0063,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,,,,
13399,80,0.0474,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,78,0.0441,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,3,0.0461,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",0
13424,,,,,1668,0.1470,"{""UR"": 5, ""UW"": 2, ""RV"": 0, ""UF+EV"": 5, ""WV"": 10, ""UI"": 0, ""Timeout"": 0, ""Other"": 7}",29,582,0.1879,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 8, ""Other"": 108}",181
13443,322,0.0386,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,304,0.0352,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,3,0.0362,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",0
13491,104,0.0145,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,100,0.0138,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,3,0.0139,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",0
13512,240,0.0228,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,244,0.0227,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,13,0.0231,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 10, ""Other"": 0}",0
13546,995,0.1755,"{""UR"": 13, ""UW"": 0, ""RV"": 0, ""UF"": 96, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",109,1023,0.1495,"{""UR"": 1, ""UW"": 0, ""RV"": 17, ""UF+EV"": 7, ""WV"": 0, ""UI"": 1, ""Timeout"": 5, ""Other"": 0}",31,999,0.1674,"{""UR+UW+RV+UF+EV"": 13, ""WV"": 0, ""Hang"": 111, ""Other"": 132}",351
13591,252,0.0330,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,241,0.0306,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 5, ""Other"": 0}",5,78,0.0310,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 32, ""Other"": 0}",0
13599,490,0.0729,"{""UR"": 473, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",473,459,0.0639,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 2, ""Other"": 0}",3,230,0.0665,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 88, ""Other"": 0}",86
13664,489,0.0721,"{""UR"": 461, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",461,459,0.0634,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 2, ""Other"": 0}",3,214,0.0660,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 86, ""Other"": 0}",80
13678,214,0.0078,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,218,0.0079,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,,,,
13711,,,,,44,0.0094,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,,,,
13724,251,0.0663,"{""UR"": 12, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",12,197,0.0495,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,6,0.0496,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 3, ""Other"": 0}",0
13727,920,0.1834,"{""UR"": 22, ""UW"": 0, ""RV"": 0, ""UF"": 65, ""EV"": 0, ""WV"": 0, ""UI"": 18, ""Other"": 0}",105,1882,0.2582,"{""UR"": 1, ""UW"": 0, ""RV"": 35, ""UF+EV"": 6, ""WV"": 0, ""UI"": 1, ""Timeout"": 11, ""Other"": 0}",54,1099,0.2740,"{""UR+UW+RV+UF+EV"": 14, ""WV"": 0, ""Hang"": 143, ""Other"": 81}",411
13809,1905,0.2948,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,2521,0.2806,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 2, ""Other"": 0}",2,1432,0.3329,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 15, ""Other"": 0}",0
13834,51,0.1194,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,49,0.1029,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,3,0.1059,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",0
13838,53,0.0067,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,106,0.0132,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,,,,
13923,585,0.2269,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,585,0.2269,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 0, ""Other"": 0}",0,237,0.2342,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",85
14041,2288,0.3384,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,2632,0.2802,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 2, ""Other"": 0}",2,1455,0.3315,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 8, ""Other"": 0}",0
14049,59,0.0094,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,57,0.0090,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,13,0.0093,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",0
14071,160,0.0818,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,157,0.0743,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,3,0.0771,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",0
14126,,,,,,,,,4,0.0109,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 2, ""Other"": 0}",0
14186,136,0.0515,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,136,0.0490,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,3,0.0501,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",0
